partner_id	gene_symbol	uniprot_id	entrez_id	ensembl_id
6111	POLE4	Q9NR33	56655	ENSG00000115350
6112	POLE3	Q9NRF9	54107	ENSG00000148229
6113	mecA	Q53707	N/A	N/A
6114	N/A	N/A	N/A	N/A
6115	GABRR3	A8MPY1	200959	N/A
6116	LIPF	P07098	8513	ENSG00000182333
6118	penA	P08149	N/A	N/A
6119	pbp3	Q60FT7	N/A	N/A
6120	IGF2R	P11717	3482	ENSG00000197081
6121	penA	P0A3M6	N/A	N/A
6122	CA3	P07451	761	ENSG00000164879
6123	CA5A	P35218	763	ENSG00000174990
6124	CA5B	Q9Y2D0	11238	ENSG00000169239
6125	CA6	P23280	765	ENSG00000131686
6126	CA7	P43166	766	ENSG00000168748
6127	CA8	P35219	767	ENSG00000178538
6128	CA10	Q9NS85	56934	ENSG00000154975
6129	CA11	O75493	770	ENSG00000063180
6130	CA13	Q8N1Q1	377677	ENSG00000185015
6131	CA14	Q9ULX7	23632	ENSG00000118298
6132	SCN1B	Q07699	6324	ENSG00000105711
6133	SCN2B	O60939	6327	ENSG00000149575
6134	SCN3B	Q9NY72	55800	ENSG00000166257
6135	SCN4B	Q8IWT1	6330	ENSG00000177098
6136	ABCC5	O15440	10057	ENSG00000114770
6137	ABCC6	O95255	368	ENSG00000091262
6138	ABCB4	P21439	5244	ENSG00000005471
6139	SLCO1A2	P46721	6579	ENSG00000084453
6140	SLC10A2	Q12908	6555	ENSG00000125255
6141	SLC10A1	Q14973	6554	ENSG00000100652
6142	SLC22A8	Q8TCC7	9376	ENSG00000149452
6143	SLC22A7	Q9Y694	10864	ENSG00000137204
6144	SLC22A2	O15244	6582	ENSG00000112499
6145	SLC22A1	O15245	6580	ENSG00000175003
6146	SLC31A1	O15431	1317	ENSG00000136868
6147	SLC22A3	O75751	6581	ENSG00000146477
6148	ABCC10	Q5T3U5	89845	ENSG00000124574
6149	SLC22A10	Q63ZE4	387775	ENSG00000184999
6150	SLCO4C1	Q6ZQN7	353189	ENSG00000173930
6151	SLC16A10	Q8TF71	117247	ENSG00000112394
6152	SLCO2A1	Q92959	6578	ENSG00000174640
6153	SLCO4A1	Q96BD0	28231	ENSG00000101187
6154	SLC47A1	Q96FL8	55244	ENSG00000142494
6155	ABCC11	Q96J66	85320	ENSG00000121270
6157	SLCO1B3	Q9NPD5	28234	ENSG00000111700
6158	SLCO1C1	Q9NYB5	53919	ENSG00000139155
6160	SLCO3A1	Q9UIG8	28232	ENSG00000176463
6161	SLC31A2	O15432	1318	ENSG00000136867
6163	ATP7B	P35670	540	ENSG00000123191
6164	POU5F1	Q01860	5460	ENSG00000204531; ENSG00000206454; ENSG00000229094; ENSG00000235068; ENSG00000237582; ENSG00000233911; ENSG00000230336
6165	ATP7A	Q04656	538	ENSG00000165240
6166	OSTA	Q86UW1	200931	N/A
6167	OSTB	Q86UW2	123264	N/A
6168	SLC22A16	Q86VW1	85413	ENSG00000004809
6169	ABCA5	Q8WWZ7	23461	ENSG00000154265
6170	ABCA3	Q99758	21	ENSG00000167972
6171	SLC28A3	Q9HAS3	64078	ENSG00000197506
6172	ABCB8	Q9NUT2	11194	ENSG00000197150
6173	rplD	P60723	N/A	N/A
6174	rpmF	P49228	N/A	N/A
6175	rpsJ	Q5SHN7	N/A	N/A
6176	UGT1A3	P35503	54659	ENSG00000243135
6177	UGT1A10	Q9HAW8	54575	ENSG00000242515
6178	UGT2B7	P16662	7364	ENSG00000171234
6179	UGT2B17	O75795	7367	ENSG00000197888
6180	UGT2B4	P06133	7363	ENSG00000156096
6181	UGT1A8	Q9HAW9	54576	ENSG00000242366
6182	CYP2J2	P51589	1573	ENSG00000134716
6184	dacC	P08506	N/A	N/A
6185	mrcA	Q07806	N/A	N/A
6186	ponB	Q9X6W0	N/A	N/A
6187	pbpA	Q70KI2	N/A	N/A
6188	MMP10	P09238	4319	ENSG00000166670
6189	MMP7	P09237	4316	ENSG00000137673
6190	MMP11	P24347	4320	ENSG00000099953
6191	MMP14	P50281	4323	ENSG00000157227
6192	MMP15	P51511	4324	ENSG00000102996
6193	MMP17	Q9ULZ9	4326	ENSG00000198598
6194	MMP19	Q99542	4327	ENSG00000123342
6195	MMP20	O60882	9313	ENSG00000137674
6196	MMP21	Q8N119	118856	ENSG00000154485
6197	MMP23A	O75900	8510	ENSG00000189409
6198	MMP24	Q9Y5R2	10893	ENSG00000125966
6199	MMP25	Q9NPA2	64386	ENSG00000008516
6200	MMP26	Q9NRE1	56547	ENSG00000167346
6201	MMP27	Q9H306	64066	ENSG00000137675
6202	MMP28	Q9H239	79148	ENSG00000129270
6206	rpoC	P0A8T7	N/A	N/A
6207	rpsN	P0AG59	N/A	N/A
6208	rpsM	P0A7S9	N/A	N/A
6209	rpsS	P0A7U3	N/A	N/A
6210	TUBD1	Q9UJT1	51174	ENSG00000108423
6211	TUBE1	Q9UJT0	51175	ENSG00000074935
6212	TUBG1	P23258	7283	ENSG00000131462
6216	PDE8A	O60658	5151	ENSG00000073417
6217	PDE8B	O95263	8622	ENSG00000113231
6218	PANX1	Q96RD7	24145	ENSG00000110218
6219	rplD	P44345	N/A	N/A
6220	AHR	P35869	196	ENSG00000106546
6221	ESRRA	P11474	2101	ENSG00000173153
6223	pbpC	P76577	N/A	N/A
6224	gyrA	P72524	N/A	N/A
6225	gyrB	P0A4L9	N/A	N/A
6226	parC	P72525	N/A	N/A
6227	parE	Q59961	N/A	N/A
6228	NCOA1	Q15788	8648	ENSG00000084676
6229	PIK3C3	Q8NEB9	5289	ENSG00000078142
6230	ADAMTS5	Q9UNA0	11096	ENSG00000154736
6231	PGA3	P00790	N/A	N/A
6232	GNAS	P63092	2778	ENSG00000087460
6233	ADCY2	Q08462	108	ENSG00000078295
6234	ADCY5	O95622	111	ENSG00000173175
6235	CCNA2	P20248	890	ENSG00000145386
6236	dfrB	Q2YY41	N/A	N/A
6237	TPSAB1	Q15661	7177	ENSG00000172236
6238	ppa	Q3JUV5	N/A	N/A
6239	cmaA1	P0C5C2	N/A	N/A
6240	PIN1	Q13526	5300	ENSG00000127445
6241	NCOA2	Q15596	10499	ENSG00000140396
6242	mtnW	Q5L1E2	N/A	N/A
6243	NRIP1	P48552	8204	ENSG00000180530
6244	apr	P00781	N/A	N/A
6245	sdsA1	Q9I5I9	N/A	N/A
6246	PLK1	P53350	5347	ENSG00000166851
6247	PRSS8	Q16651	5652	ENSG00000052344
6248	CELA2A	P08217	63036	ENSG00000142615
6249	ptlH	Q82IZ1	N/A	N/A
6250	PPP2R5C	Q13362	5527	ENSG00000078304
6251	PPP2R1A	P30153	5518	ENSG00000105568
6252	LYZ	P61626	4069	ENSG00000090382
6253	N/A	Q99AU2	N/A	N/A
6254	SCO6998	Q9KZF5	N/A	N/A
6255	CPA1	P15085	1357	ENSG00000091704
6256	ADAM17	P78536	6868	ENSG00000151694
6257	N/A	Q8GMG0	N/A	N/A
6258	S100A7	P31151	6278	ENSG00000143556
6259	fabZ	Q5G940	N/A	N/A
6260	CELA1	Q9UNI1	1990	ENSG00000139610
6261	nahD	Q51948	N/A	N/A
6262	staP	Q83WG3	N/A	N/A
6263	PRKACA	P17612	5566	ENSG00000072062
6264	PKIA	P61925	5569	ENSG00000171033
6265	PA0845	Q9I596	N/A	N/A
6266	lipA	P22088	N/A	N/A
6267	murF	Q8DNV6	N/A	N/A
6268	HAO1	Q9UJM8	54363	ENSG00000101323
6269	SKP1	P63208	6500	ENSG00000113558
6270	PLA2G2E	Q9NZK7	30814	ENSG00000188784
6271	PTPRB	P23467	5787	ENSG00000127329
6272	UNG	P13051	7374	ENSG00000076248
6273	dnaN	P0A988	N/A	N/A
6274	MAPK9	P45984	5601	ENSG00000050748
6275	ligA	P43813	N/A	N/A
6276	BAG1	Q99933	573	ENSG00000107262
6277	HSPA8	P11142	3312	ENSG00000109971
6278	ahcY	P60176	N/A	N/A
6279	B2M	P61769	567	ENSG00000166710
6280	TRAC	P01848	N/A	N/A
6281	TRBC1	P01850	N/A	N/A
6282	NMT2	O60551	9397	ENSG00000152465
6283	NR1H3	Q13133	10062	ENSG00000025434
6284	TGFBR1	P36897	7046	ENSG00000106799
6285	npr	P00800	N/A	N/A
6286	slr0095	Q55813	N/A	N/A
6287	assT	A1AFW1	N/A	N/A
6288	ACP1	P24666	52	ENSG00000143727
6289	DUSP23	Q9BVJ7	54935	ENSG00000158716
6290	DAPK3	O43293	1613	ENSG00000167657
6291	MAPK8IP1	Q9UQF2	9479	ENSG00000121653
6292	MAPK8	P45983	5599	ENSG00000107643
6293	TTK	P33981	7272	ENSG00000112742
6294	CAMK2B	Q13554	816	ENSG00000058404
6295	ECE1	P42892	1889	ENSG00000117298
6296	GSG2	Q8TF76	83903	ENSG00000177602
6297	PTGR1	Q14914	22949	ENSG00000106853
6298	NEK2	P51955	4751	ENSG00000117650
6299	murI	Q8Y7N7	N/A	N/A
6300	PARP2	Q9UGN5	10038	ENSG00000129484
6301	N/A	Q9WMX2	N/A	N/A
6302	rbmD	Q8KI25	N/A	N/A
6303	rep	P0C6X7	N/A	N/A
6304	carAc	Q8GI16	N/A	N/A
6305	carAa	Q84II6	N/A	N/A
6306	gag-pol	P03367	N/A	N/A
6307	IGHG2	P01859	N/A	ENSG00000211893
6308	pac	P06875	N/A	N/A
6309	hemY	P56601	N/A	N/A
6310	hemY	P32397	N/A	N/A
6311	INCENP	Q9NQS7	3619	ENSG00000149503
6312	PPP1CA	P62136	5499	ENSG00000172531
6313	PPP2R2A	P63151	5520	ENSG00000221914
6314	MCAT	Q8IVS2	27349	ENSG00000100294
6315	ATP6V1B2	P21281	526	ENSG00000147416
6316	ARF1	P84077	375	ENSG00000143761
6317	narG	P09152	N/A	N/A
6318	narH	P11349	N/A	N/A
6319	narI	P11350	N/A	N/A
6320	aqpZ	P60844	N/A	N/A
6321	CDK5R1	Q15078	8851	ENSG00000176749
6322	oppA	P06202	N/A	N/A
6323	doxB	P0A111	N/A	N/A
6324	doxD	P0A113	N/A	N/A
6325	RPL10L	Q96L21	140801	ENSG00000165496
6326	RPL13A	P40429	23521	ENSG00000142541
6327	RPL23	P62829	9349	ENSG00000125691
6328	RPL15	P61313	6138	ENSG00000174748
6329	RPL19	P84098	6143	ENSG00000108298
6330	RPL23A	P62750	6147	ENSG00000198242
6331	RSL24D1	Q9UHA3	51187	ENSG00000137876
6332	RPL26L1	Q9UNX3	51121	ENSG00000037241
6333	RPL8	P62917	6132	ENSG00000161016
6334	RPL37	P61927	6167	ENSG00000145592
6335	RPL3	P39023	6122	ENSG00000100316
6336	RPL11	P62913	6135	ENSG00000142676
6337	NHP2L1	P55769	4809	ENSG00000100138
6338	IGKC	P01834	N/A	N/A
6339	N/A	P06310	N/A	N/A
6340	72	Q01043	N/A	N/A
6341	ERN1	O75460	2081	ENSG00000178607
6342	ATP5A1	P25705	498	ENSG00000152234
6343	ATP5B	P06576	506	ENSG00000110955
6344	ATP5C1	P36542	509	ENSG00000165629
6346	TPI1	P60174	7167	ENSG00000111669
6347	sdhB	P07014	N/A	N/A
6348	sdhC	P69054	N/A	N/A
6349	sdhD	P0AC44	N/A	N/A
6350	NR1I3	Q14994	9970	ENSG00000143257
6351	pufC	P07173	N/A	N/A
6352	puhA	P06008	N/A	N/A
6353	pufL	P06009	N/A	N/A
6354	pufM	P06010	N/A	N/A
6355	pknG	P65728	N/A	N/A
6356	CYC1	P08574	1537	ENSG00000179091
6357	UQCRC2	P22695	7385	ENSG00000140740
6358	UQCRH	P07919	7388	ENSG00000173660
6359	UQCRQ	O14949	27089	ENSG00000164405
6360	UQCRFS1	P47985	7386	ENSG00000169021
6361	UQCR11	O14957	10975	ENSG00000127540
6362	UQCRB	P14927	7381	ENSG00000156467
6363	UQCR10	Q9UDW1	29796	ENSG00000184076
6364	PDK1	Q15118	5163	ENSG00000152256
6365	mmaA4	Q79FX8	N/A	N/A
6366	kcsA	P0A333	N/A	N/A
6367	PA1000	P20581	N/A	N/A
6368	crtM	A9JQL9	N/A	N/A
6369	N/A	Q59FW3	N/A	N/A
6370	fabH	Q820T1	N/A	N/A
6371	nagZ	Q9KU37	N/A	N/A
6372	POLK	Q9UBT6	51426	ENSG00000122008
6373	polA	P52026	N/A	N/A
6374	ADAM28	Q9UKQ2	10863	ENSG00000042980
6375	def	Q93LE9	N/A	N/A
6376	def1	Q819U0	N/A	N/A
6377	def2	Q819K2	N/A	N/A
6378	def	Q82ZJ0	N/A	N/A
6379	def	P68771	N/A	N/A
6380	N/A	P08617	N/A	N/A
6381	N/A	P06441	N/A	N/A
6382	fabZ	O25928	N/A	N/A
6383	blaIMP-1	Q79MP6	N/A	N/A
6384	LAP3	P28838	51056	ENSG00000002549
6385	puhA	Q93RD8	N/A	N/A
6386	petB	Q02761	N/A	N/A
6387	petA	Q02762	N/A	N/A
6388	petC	Q02760	N/A	N/A
6389	ETFDH	Q16134	2110	ENSG00000171503
6390	ATP2A1	O14983	487	ENSG00000196296
6391	PRKCI	P41743	5584	ENSG00000163558
6392	DMPK	Q09013	1760	ENSG00000104936
6393	mtnN	Q9KPI8	N/A	N/A
6394	XCC1738	Q8P9V9	N/A	N/A
6395	MYH14	Q7Z406	79784	ENSG00000105357
6396	bla	P62593	N/A	N/A
6400	CLPS	P04118	1208	ENSG00000137392
6404	glpG	P09391	N/A	N/A
6407	petA	P83793	N/A	N/A
6408	petG	P83797	N/A	N/A
6409	petL	P83795	N/A	N/A
6410	petM	P83796	N/A	N/A
6411	petN	P83798	N/A	N/A
6412	PSMA1	P25786	5682	ENSG00000129084
6413	PSMA2	P25787	5683	ENSG00000106588
6414	PSMA3	P25788	5684	ENSG00000100567
6415	PSMA4	P25789	5685	ENSG00000041357
6416	PSMA5	P28066	5686	ENSG00000143106
6417	PSMA6	P60900	5687	ENSG00000100902
6418	PSMA7	O14818	5688	ENSG00000101182
6419	PSMB3	P49720	5691	ENSG00000108294
6420	PSMB4	P28070	5692	ENSG00000159377
6421	PSMB6	P28072	5694	ENSG00000142507
6422	PSMB7	Q99436	5695	ENSG00000136930
6423	N/A	P35089	N/A	N/A
6424	N/A	P35094	N/A	N/A
6427	N/A	P26789	N/A	N/A
6428	N/A	P26790	N/A	N/A
6432	snf	O67854	N/A	N/A
6433	PFKFB4	Q16877	5210	ENSG00000114268
6437	N/A	P27958	N/A	N/A
6438	ompG	P76045	N/A	N/A
6443	ompC	Q9K597	N/A	N/A
6447	GNAT1	P11488	2779	ENSG00000114349
6454	pufL	P0C0Y8	N/A	N/A
6455	pufM	P0C0Y9	N/A	N/A
6456	puhA	P0C0Y7	N/A	N/A
6457	doxG	P0A108	N/A	N/A
6458	soxB	P54997	N/A	N/A
6459	PAEP	P09466	5047	ENSG00000122133
6460	CSNK1G3	Q9Y6M4	1456	ENSG00000151292
6461	qacR	P0A0N4	N/A	N/A
6462	frdB	P0AC47	N/A	N/A
6463	frdC	P0A8Q0	N/A	N/A
6464	frdD	P0A8Q3	N/A	N/A
6465	CHRFAM7A	Q494W8	89832	ENSG00000166664
6466	ephB	P95276	N/A	N/A
6467	yngHB	C0H419	N/A	N/A
6468	pycA	Q99UY8	N/A	N/A
6469	gag-pol	P03355	N/A	N/A
6470	SCPEP1	Q9HB40	59342	ENSG00000121064
6471	bphD	P47229	N/A	N/A
6472	CTSH	P09668	1512	ENSG00000103811
6473	aiiA	Q7B8B9	N/A	N/A
6474	ompW	P0A915	N/A	N/A
6475	hia	Q48152	N/A	N/A
6476	oprP	P05695	N/A	N/A
6477	oprD	P32722	N/A	N/A
6478	N/A	P31243	N/A	N/A
6479	opdK	Q9HUR5	N/A	N/A
6480	papC	P07110	N/A	N/A
6481	tbuX	Q9RBW8	N/A	N/A
6482	Pput_2883	A5W4F4	N/A	N/A
6483	PA4589	Q9HVJ6	N/A	N/A
6484	TT_C0834	Q72JD8	N/A	N/A
6485	estA	O33407	N/A	N/A
6486	DHRS4L1	P0CG22	728635	N/A
6487	CSNK2A2	P19784	1459	ENSG00000070770
6488	hdaH	Q70I53	N/A	N/A
6489	COX4I1	P13073	1327	ENSG00000131143
6490	MT-CO3	P00414	4514	ENSG00000198938
6491	COX5A	P20674	9377	ENSG00000178741
6492	COX5B	P10606	1329	ENSG00000135940
6493	COX6C	P09669	1345	ENSG00000164919
6494	COX7B	P24311	1349	ENSG00000131174
6495	COX7C	P15954	1350	ENSG00000127184
6496	COX8A	P10176	1351	ENSG00000176340
6497	COX6A2	Q02221	1339	ENSG00000156885
6498	COX6B1	P14854	1340	ENSG00000126267
6499	COX7A1	P24310	1346	ENSG00000161281
6500	PLA2G1B	P04054	5319	ENSG00000170890
6501	FABP1	P07148	2168	ENSG00000163586
6502	DKFZp686P18130	Q7KZA3	2235	N/A
6503	zipA	P77173	N/A	N/A
6504	DHFRL1	Q86XF0	200895	ENSG00000178700
6505	clpP	P0A6G7	N/A	N/A
6506	STMN4	Q9H169	81551	ENSG00000015592
6507	N/A	Q91RS4	N/A	N/A
6508	srtB	Q81L49	N/A	N/A
6511	ureC	P41020	N/A	N/A
6512	ureB	P41021	N/A	N/A
6513	ureA	P41022	N/A	N/A
6514	TTHA1387	Q5SII2	N/A	N/A
6515	DYRK1A	Q13627	1859	ENSG00000157540
6516	CRB2	Q0QD46	N/A	N/A
6517	1a	P0C6U8	N/A	N/A
6518	appA	Q53119	N/A	N/A
6519	fabA	P0A6Q3	N/A	N/A
6520	N/A	Q82122	N/A	N/A
6521	N/A	P23008	N/A	N/A
6522	HNF4A	P41235	3172	ENSG00000101076
6524	tonB	P02929	N/A	N/A
6525	PLA2G2D	Q9UNK4	26279	ENSG00000117215
6527	LY96	Q9Y6Y9	23643	ENSG00000154589
6528	sqr	O67931	N/A	N/A
6529	AFE_1792	B7JBP8	N/A	N/A
6530	PNLIPRP2	P54317	5408	N/A
6531	frr	P0A805	N/A	N/A
6532	B1	P95673	N/A	N/A
6533	A1	P97253	N/A	N/A
6534	mtnN	P0AF14	N/A	N/A
6535	rnhA	Q9KEI9	N/A	N/A
6536	hutH	Q3IWB0	N/A	N/A
6537	pcaG	P00436	N/A	N/A
6538	pcaH	P00437	N/A	N/A
6539	opd	P0A434	N/A	N/A
6540	N/A	Q4R2T2	N/A	N/A
6541	pab	Q51911	N/A	N/A
6542	lipB	Q10404	N/A	N/A
6543	tcp14	Q6ZZJ1	N/A	N/A
6544	SLK	Q9H2G2	9748	ENSG00000065613
6545	CAMK4	Q16566	814	ENSG00000152495
6546	CLK3	P49761	1198	ENSG00000179335
6547	IDI1	Q13907	3422	ENSG00000067064
6548	ispH	P62623	N/A	N/A
6549	frdA	P17412	N/A	N/A
6550	frdB	P17596	N/A	N/A
6551	frdC	P17413	N/A	N/A
6552	PARP3	Q9Y6F1	10039	ENSG00000041880
6553	tzs	P58758	N/A	N/A
6554	miaA	P16384	N/A	N/A
6555	bioD	O06620	N/A	N/A
6556	EFTUD1	Q7Z2Z2	79631	ENSG00000140598
6557	aldA	P25553	N/A	N/A
6558	ctaD	P33517	N/A	N/A
6559	ctaC	Q03736	N/A	N/A
6560	NCOA5	Q9HCD5	57727	ENSG00000124160
6561	pikAIV	Q9ZGI2	N/A	N/A
6562	cyp130	Q11062	N/A	N/A
6563	TM_1359	Q9X180	N/A	N/A
6564	tyrA	O67636	N/A	N/A
6565	N/A	Q88016	N/A	N/A
6566	N/A	P26137	N/A	N/A
6567	MAPKAPK3	Q16644	7867	ENSG00000114738
6568	trpA	P00929	N/A	N/A
6569	trpB	P0A2K1	N/A	N/A
6570	HMGCS1	Q01581	3157	ENSG00000112972
6571	GNGT1	P63211	2792	ENSG00000127928
6572	GNB1	P62873	2782	ENSG00000078369
6573	PDC	P20941	5132	ENSG00000116703
6574	KRAS	P01116	3845	ENSG00000133703
6575	RABGGTA	Q92696	5875	ENSG00000100949
6576	RABGGTB	P53611	5876	ENSG00000137955
6577	CHM	P24386	1121	ENSG00000188419
6578	map	P0A5J2	N/A	N/A
6579	CAMK2A	Q9UQM7	815	ENSG00000070808
6580	CDK16	Q00536	5127	ENSG00000102225
6581	xynZ	P10478	N/A	N/A
6582	N/A	D2YW37	N/A	N/A
6583	ncsA	P0A3R9	N/A	N/A
6585	HLA-B	P03989	N/A	ENSG00000224608
6586	S100G	P29377	795	ENSG00000169906
6587	rub	P00269	N/A	N/A
6588	fmt	P23882	N/A	N/A
6589	hld	P0C1V1	N/A	N/A
6590	UBC	P0CG48	N/A	ENSG00000150991
6591	atpH	A5HEI4	N/A	N/A
6592	ulaG	P39300	N/A	N/A
6593	spg	P19909	N/A	N/A
6594	ispF	Q8EBR3	N/A	N/A
6595	nisZ	P29559	N/A	N/A
6596	Rv1086	O53434	N/A	N/A
6597	MVK	Q03426	4598	ENSG00000110921
6598	ddl	Q5HEB7	N/A	N/A
6599	ttgR	Q9AIU0	N/A	N/A
6600	ptpA	Q7MUW6	N/A	N/A
6601	AADACL2	Q6P093	344752	ENSG00000197953
6602	pheS	Q4L5E3	N/A	N/A
6603	pheT	Q4L5E4	N/A	N/A
6604	botA	P10845	N/A	N/A
6605	bont/a	Q7B8V4	N/A	N/A
6606	PAFAH1B3	Q15102	5050	ENSG00000079462
6607	ACAN	P16112	N/A	ENSG00000157766
6608	SGK1	O00141	6446	ENSG00000118515
6609	ispF	P62617	N/A	N/A
6610	uppS	P60479	N/A	N/A
6611	CAMK2D	Q13557	817	ENSG00000145349
6612	MST4	Q9P289	51765	N/A
6613	lpxC	P47205	N/A	N/A
6614	LCTL	Q6UWM7	197021	ENSG00000188501
6615	MT0785	P71817	N/A	N/A
6616	pdh	Q59771	N/A	N/A
6617	mxiM	P0A1X2	N/A	N/A
6618	ECs4578	Q7DB61	N/A	N/A
6619	N/A	O52791	N/A	N/A
6620	N/A	P84147	N/A	N/A
6621	METAP1	P53582	23173	ENSG00000164024
6622	PFN1	P07737	5216	ENSG00000108518
6623	N/A	Q7Z3Y4	N/A	N/A
6624	gag-pol	P04587	N/A	N/A
6625	hsaD	P96851	N/A	N/A
6626	ENOPH1	Q9UHY7	58478	ENSG00000145293
6627	tpl	P31013	N/A	N/A
6628	bphK	Q59721	N/A	N/A
6629	RHA1_ro03865	Q0S9X1	N/A	N/A
6630	fdnG	P24183	N/A	N/A
6631	fdnH	P0AAJ3	N/A	N/A
6632	fdnI	P0AEK7	N/A	N/A
6633	DVU_0624	Q72EF4	N/A	N/A
6634	DVU_0625	Q72EF3	N/A	N/A
6635	sdiA	P07026	N/A	N/A
6636	fpr	Q9L6V3	N/A	N/A
6637	acpP	P0A6A8	N/A	N/A
6638	bioI	P53554	N/A	N/A
6639	ACOX1	Q15067	51	ENSG00000161533
6640	pol	Q72547	N/A	N/A
6641	murI	Q836J0	N/A	N/A
6642	folA	P0A017	N/A	N/A
6643	ampC	Q93CA2	N/A	N/A
6644	EPHA7	Q15375	2045	ENSG00000135333
6645	DAO	P14920	1610	ENSG00000110887
6646	ispF	A0R559	N/A	N/A
6647	ispA	Q83M58	N/A	N/A
6648	CAPNS1	P04632	826	ENSG00000126247
6649	JAK1	P23458	3716	ENSG00000162434
6650	TYK2	P29597	7297	ENSG00000105397
6651	CAMK1G	Q96NX5	57172	ENSG00000008118
6652	N/A	P03302	N/A	N/A
6653	MAPK10	A6NG28	N/A	N/A
6654	ANXA5	P08758	308	ENSG00000164111
6655	KLK7	P49862	5650	ENSG00000169035
6656	UGT3A1	Q6NUS8	133688	ENSG00000145626
6657	ipdC	P51852	N/A	N/A
6658	lat	P63509	N/A	N/A
6659	accC	P24182	N/A	N/A
6660	N/A	Q59EB3	N/A	N/A
6661	MKL1	Q969V6	57591	ENSG00000196588
6662	SPIRE2	Q8WWL2	84501	ENSG00000204991
6663	traR	P33905	N/A	N/A
6664	traR	P55407	N/A	N/A
6665	traM	P55408	N/A	N/A
6666	GSN	P06396	2934	ENSG00000148180
6668	ctaDII	P98002	N/A	N/A
6669	ctaC	P08306	N/A	N/A
6670	N/A	P01595	N/A	N/A
6671	N/A	P01764	N/A	N/A
6672	DSTN	P60981	11034	ENSG00000125868
6673	cycA	P0C0X8	N/A	N/A
6674	NFE2L1	Q14494	4779	ENSG00000082641
6675	ceaC	P00646	N/A	N/A
6676	fptA	P42512	N/A	N/A
6677	PMP2	P02689	5375	ENSG00000147588
6678	cirA	P17315	N/A	N/A
6679	cia	P06716	N/A	N/A
6680	CFL1	P23528	1072	ENSG00000172757
6681	nanC	P69856	N/A	N/A
6682	puhA	Q3J170	N/A	N/A
6683	pufL	Q3J1A5	N/A	N/A
6684	pufM	Q3J1A6	N/A	N/A
6685	porB	Q5RT80	N/A	N/A
6686	pbp2	Q5HFX3	N/A	N/A
6687	traO	Q46704	N/A	N/A
6688	traF	Q46705	N/A	N/A
6689	traN	Q46702	N/A	N/A
6690	PFL_1329	Q4KH25	N/A	N/A
6691	bla	P0AD64	N/A	N/A
6692	ctxB	Q57193	N/A	N/A
6693	map	P0A078	N/A	N/A
6694	prcB	O33245	N/A	N/A
6695	BT_0458	Q8AAK6	N/A	N/A
6696	VIM-2	Q7BJM5	N/A	N/A
6697	ROCK2	O75116	9475	ENSG00000134318
6698	DHRS4L2	Q6PKH6	N/A	ENSG00000187630
6699	Cgl2612	Q8NMG3	N/A	N/A
6700	ppiA	P0AFL3	N/A	N/A
6701	cphA	P26918	N/A	N/A
6702	VC_A1006	Q9KKU4	N/A	N/A
6703	lef	Q52NH3	N/A	N/A
6704	rpsL	Q5SHN3	N/A	N/A
6705	rpsK	P80376	N/A	N/A
6706	rpsM	P80377	N/A	N/A
6707	rpsZ	Q5SHQ1	N/A	N/A
6708	rpsO	Q5SJ76	N/A	N/A
6709	rpsP	Q5SJH3	N/A	N/A
6710	rpsQ	Q5SHP7	N/A	N/A
6711	rpsR	Q5SLQ0	N/A	N/A
6712	rpsS	Q5SHP2	N/A	N/A
6713	rpsT	P80380	N/A	N/A
6714	rpsD	P80373	N/A	N/A
6715	rpsE	Q5SHQ5	N/A	N/A
6716	rpsF	Q5SLP8	N/A	N/A
6717	rpsG	P17291	N/A	N/A
6718	rpsH	Q5SHQ2	N/A	N/A
6719	rpsI	P80374	N/A	N/A
6720	rpsU	Q5SIH3	N/A	N/A
6721	rpsQ	P62658	N/A	N/A
6722	rpsT	P62661	N/A	N/A
6723	rpsB	P62662	N/A	N/A
6724	rpsC	P62663	N/A	N/A
6725	rpsI	P62669	N/A	N/A
6726	rpsS	P62660	N/A	N/A
6727	rpsB	P80371	N/A	N/A
6728	rpsC	P80372	N/A	N/A
6729	azoR1	Q9I5F3	N/A	N/A
6730	MT1810	O06796	N/A	N/A
6731	CEACAM5	P06731	1048	ENSG00000105388
6732	afaE3	Q57254	N/A	N/A
6733	pol	O38732	N/A	N/A
6734	N/A	P12915	N/A	N/A
6735	N/A	Q66282	N/A	N/A
6736	N/A	P21404	N/A	N/A
6737	N/A	P06210	N/A	N/A
6738	N/A	O91734	N/A	N/A
6739	N/A	P29813	N/A	N/A
6740	fadR	P0A8V6	N/A	N/A
6741	PECI	O75521	10455	ENSG00000198721
6742	RCVRN	P35243	5957	ENSG00000109047
6743	luxF	P09142	N/A	N/A
6744	N/A	P13900	N/A	N/A
6745	nef	P04324	N/A	N/A
6746	PPP3CA	Q08209	5530	ENSG00000138814
6747	MT1417	Q7D8I1	N/A	N/A
6748	N/A	P22055	N/A	N/A
6749	N/A	Q71LY2	N/A	N/A
6750	ARF6	P62330	382	ENSG00000165527
6751	gag	Q72497	N/A	N/A
6752	GUCA1A	P43080	2978	ENSG00000048545
6753	APOM	O95445	55937	ENSG00000204444; ENSG00000206409; ENSG00000227567; ENSG00000224290; ENSG00000235754; ENSG00000231974; ENSG00000226215
6754	Rv0233	P96416	N/A	N/A
6755	PVR	P15151	5817	ENSG00000073008
6756	dfrA	Q81R22	N/A	N/A
